NAME,USERNAME,FOLLOWERS,ER,COUNTRY,TOPIC OF INFLUENCE,POTENTIAL REACH,CHANNEL
ابو يس 🎤 ,y222.v,986400.0,0.1,Saudi Arabia,entertainment and music,295900.0,tiktok
Asia Ladowska ,ladowska,44800.0,1.89,Poland,arts crafts,13400.0,threads
Ира Кудашова ,irinaa_kudashova,13400.0,0.74,Poland,acting drama,4000.0,threads
Nurse Jake ,jakegrez,12600.0,0.8,Poland,fitness health,3800.0,threads
𝑫𝒂𝒏𝒊👑 ,danigmakeup,11200.0,0.26,Poland,beauty self care,3400.0,threads
Sabina Gadecki-Rich ,sabina,7900.0,0.47,Poland,fashion accessories,2400.0,threads
𝐒𝐚𝐡𝐚𝐫𝐚𝐭 𝐇𝐃 𝐅𝐥𝐲𝐢𝐧𝐠𝐎𝐟𝐟𝐢𝐜𝐞𝐫 👨🏻‍✈️🎖️🛩️ ,singtosaharat,6900.0,1.71,Poland,music entertainment music,2100.0,threads
BARTEK ,letsmunchh,5900.0,0.08,Poland,food,1800.0,threads
Klaudia Leclercq ,klaudialeclercq,4700.0,0.16,Poland,music entertainment music,1400.0,threads
Mariia Pion ,mariyapion,4400.0,0.07,Poland,arts crafts beauty self care,1300.0,threads
Pink Lemonade 💗| Luxury Travel & Style ✈️ 💫 ,pink.lem,4000.0,0.43,Poland,travel fashion accessories product education,1200.0,threads
Yomagick ,yomagick,3200.0,0.99,Poland,arts crafts,963.0,threads
Adrianna Zielińska • Alabasterfox ,alabasterfox,3200.0,0.08,Poland,travel food,954.0,threads
Brian Dowling ,briandowling,2800.0,0.07,Poland,beauty self care arts crafts,852.0,threads
KLAUDIA ANTOS ,klaudiaantos,2600.0,0.98,Poland,entertainment music,768.0,threads
Iarek Hoffmann ,drekzenn,2400.0,1.27,Poland,entertainment music games,705.0,threads
Lady Zero ,ladyxzero,2200.0,3.87,Poland,animation cosplay,666.0,threads
Julia Belei ,yulia.belei,2000.0,0.15,Poland,entertainment music,606.0,threads
Vicky ,vkunia,1600.0,2.68,Poland,entertainment music games product education,471.0,threads
Khodadad shafiepour ,khodadad_shafiepour,1500.0,0.78,Poland,fitness health sports,435.0,threads
Dominic D'Angelica ,iamdominicdangelica,1200.0,0.1,Poland,entertainment music,354.0,threads
Mateusz Król — krol.jpg ,krol.jpg,1200.0,0.66,Poland,animation cosplay,348.0,threads
CAROLINE MARIA DERPIENSKI ,carolinederpienski,8800000.0,2.56,Poland,fashion and accessories celebrity parenting modeling,2600000.0,instagram
𝗔𝗻𝗻𝗮 𝗟𝗲𝘄𝗮𝗻𝗱𝗼𝘄𝘀𝗸𝗮 ,annalewandowskahpba,4500000.0,0.72,Poland,sports fitness and health food,1400000.0,instagram
Anna-Maria Sieklucka ,anna_maria.sieklucka,4500000.0,1.52,Poland,acting and drama,1400000.0,instagram
Karol Wiśniewski ,frizoluszek,4100000.0,6.67,Poland,arts and crafts marketing and advertising actors,1200000.0,instagram
Wojciech Szczesny ,wojciech.szczesny1,3900000.0,2.59,Poland,pets soccer,1200000.0,instagram
Dahlia Poland ,dahliachr,3700000.0,1.93,Poland,beauty and self care family parenting moms,1100000.0,instagram
WERONIKA SOWA ,wersow,3600000.0,5.06,Poland,entertainment and music news,1100000.0,instagram
Marcin Dubiel ,marcindubiel,2400000.0,6.17,Poland,entertainment and music diy and life hacks celebrities film music books,709200.0,instagram
Martyna Wojciechowska ,martyna.world,2200000.0,0.17,Poland,education travel arts and crafts upskilling,665400.0,instagram
Jakub Patecki ,patec_wariatec,2100000.0,7.59,Poland,photography celebrity,623400.0,instagram
Sylwia Dąbrowska ,sylwiaprzybysz,2100000.0,3.06,Poland,entertainment and music celebrity celebrities film music books,620600.0,instagram
Томаш Кудрявый ,tomaschgood,2000000.0,1.37,Poland,beauty and self care fashion and accessories news video blogger,611900.0,instagram
Joanna Jedrzejczyk ,joannajedrzejczyk,2000000.0,0.44,Poland,sports fitness and health business and finance gym,597400.0,instagram
Ewa Chodakowska Fitness Expert ,chodakowskaewa,2000000.0,0.31,Poland,fitness and health cooking health fitness food drink,592200.0,instagram
Suchar Codzienny ,sucharcodzienny,1900000.0,1.27,Poland,funny,570100.0,instagram
NJ ,nataliajanoszek,1800000.0,4.92,Poland,entertainment and music parenting actors lifestyle,541600.0,instagram
Agnieszka Grzelak Vlog/Beauty ,agagrzelakk,1800000.0,1.57,Poland,beauty and self care travel,538800.0,instagram
Marta Błoch ,murcix,1800000.0,2.32,Poland,entertainment and music,538400.0,instagram
AQ🌙ARIA ,dodaqueen,1800000.0,1.16,Poland,entertainment and music music celebrity singer,532900.0,instagram
Anja Rubik ,anja_rubik,1700000.0,0.58,Poland,fashion and accessories education lifestyle,506900.0,instagram
Ola Nowak ,ola_nowak,1700000.0,0.67,Poland,education fashion and accessories celebrities film music books,502200.0,instagram
Trendy Polish ,trendypolish,1600000.0,0.78,Poland,beauty and self care music,478900.0,instagram
Remigiusz reZi Wierzgoń ,rezigiusz,1600000.0,3.59,Poland,entertainment and music diy and life hacks automotive,476900.0,instagram
Romi Chase ,romi_chase,1600000.0,2.0,Poland,fashion and accessories,466700.0,instagram
Małgorzata Rozenek-Majdan ,m_rozenek,1500000.0,0.72,Poland,entertainment and music,457000.0,instagram
Red Lipstick Monster (ona/jej) ,redlipstickmonster,1400000.0,0.33,Poland,beauty and self care modeling celebrities film music books,427000.0,instagram
JULIA KUCZYŃSKA ,maffashion_official,1400000.0,0.99,Poland,fashion and accessories modeling celebrities,423500.0,instagram
Arek Milik ,arekmilik,1400000.0,3.33,Poland,soccer,409900.0,instagram
Basia Kurdej-Szatan ,kurdejszatan,1300000.0,0.22,Poland,art,404400.0,instagram
PLK 🇵🇱 ,plkpb,1300000.0,12.61,Poland,entertainment and music lifestyle music,400500.0,instagram
N🔺tH ,nataliasiwiec.official,1300000.0,0.78,Poland,beauty and self care fashion and accessories marketing and advertising modeling,398300.0,instagram
DAWID KWIATKOWSKI ,kwiatkowsky,1300000.0,2.04,Poland,music celebrities film music books,397200.0,instagram
Łukasz Wojtyca ,wujekluki,1300000.0,8.71,Poland,entertainment and music,396500.0,instagram
MONA ,monika.kociolek,1300000.0,3.09,Poland,fashion and accessories,394600.0,instagram
Magda Gessler ,magdagessler_official,1300000.0,0.24,Poland,food,388800.0,instagram
,bedoes2115,1300000.0,9.41,Poland,entertainment and music film music books celebrities,377700.0,instagram
ANDREW CROWD (#1 EDM GHOST PRODUCER) ,andrewcrowd,1200000.0,0.78,Poland,entertainment and music celebrity dj producers,373000.0,instagram
FANPAGE FROM POLAND🇵🇱 ,cristiano7poland,1100000.0,0.2,Poland,sports soccer,338200.0,instagram
Małgorzata Kożuchowska ,malgorzatakozuchowska_,1100000.0,0.42,Poland,entertainment and music celebrity,336000.0,instagram
🌸Wiktoria Gąsiewska🌸 ,wiktoria_gasiewska,1100000.0,3.03,Poland,art actors,334400.0,instagram
Szymon Kasprzyk ,isamupt,1100000.0,5.29,Poland,entertainment and music,330900.0,instagram
Adam Zdrójkowski ,adam_zdrojkowski,1100000.0,0.85,Poland,arts and crafts health and medical services celebrities film music books,325300.0,instagram
vetulani. ,quebahombre,1100000.0,7.76,Poland,music,317900.0,instagram
Małgorzata Socha ,malgosia_socha,1100000.0,0.75,Poland,fashion pets,316800.0,instagram
Wiktoria Bochnak ,kartonii,1100000.0,15.73,Poland,fashion,315400.0,instagram
Kinga Sawczuk ☀️ ,kingasawczuk,1000000.0,1.02,Poland,fashion and accessories modeling,314300.0,instagram
𝕸𝖆𝖗𝖎𝖓𝖆 ,marina_official,1000000.0,1.42,Poland,entertainment and music moms soccer,303500.0,instagram
𝐍𝐀𝐓𝐀𝐋𝐈𝐀 𝐓𝐎𝐌𝐂𝐙𝐘𝐊 ,nathalie_tom,1000000.0,5.11,Poland,fashion and accessories celebrity modeling celebrities,302800.0,instagram
CLEO ,cleo_don,1000000.0,0.74,Poland,music,302400.0,instagram
Anna ,anna__michalczyk,1000000.0,0.46,Poland,fashion and accessories photography travel,301700.0,instagram
Nicole Sochacki-Wójcicka ,mamaginekolog,960100.0,1.75,Poland,fashion moms,288000.0,instagram
Fausti 💋 ,faustynaf,946600.0,12.36,Poland,fashion and accessories,284000.0,instagram
Karolina Pisarek-Salla ,karolina_pisarek,944200.0,1.51,Poland,fashion and accessories marketing and advertising fashion model creators celebrities,283300.0,instagram
LILA JANOWSKA ,lilajanowska,921800.0,6.06,Poland,beauty and self care modeling,276500.0,instagram
Donald Guerrier ⚜️♈️🇭🇹 🇵🇱 ,dguerrier77,915300.0,0.21,Poland,entertainment and music entertainment singer modeling,274600.0,instagram
Jessica Mercedes Kirschner ,jemerced,909800.0,1.07,Poland,fashion and accessories arts and crafts home and garden lifestyle,272900.0,instagram
Adrian Salamon ,medusaoficjalnie,909600.0,2.69,Poland,entertainment and music,272900.0,instagram
Klaudia El Dursi ,klaudia_el_dursi,904800.0,3.24,Poland,entertainment and music television,271400.0,instagram
Krzysztof Piątek ,pjona_9,902800.0,1.35,Poland,sports,270800.0,instagram
Sylwia Bomba ,sylwiabomba,895800.0,4.46,Poland,photography entertainment and music moms,268700.0,instagram
sanah ,sanahmusic,891700.0,5.41,Poland,entertainment and music music,267500.0,instagram
Marta Rentel ,martirenti,889300.0,2.49,Poland,fashion health fitness hair beauty celebrities,266800.0,instagram
Maria Jeleniewska🌻 ,jeleniewska,878100.0,2.4,Poland,entertainment and music,263400.0,instagram
Martyna Zbirańska🎀 ,martyna.pysia,872800.0,1.94,Poland,fashion and accessories news,261800.0,instagram
Eva zu Beck | Raw Adventure ,evazubeck,850300.0,1.23,Poland,travel outdoor activity photography adventure,255100.0,instagram
Dj SLAVIC🎧👱🏻‍♀️🖤🎵 ,ola_ciupa,850000.0,3.54,Poland,entertainment and music artist creators celebrities,255000.0,instagram
Patrycja Mołczanow⋆｡°✩ ,patrycjamolczanow,826200.0,3.89,Poland,fashion,247900.0,instagram
Wiedza Bezuzyteczna ,bezuzytecznapl,826100.0,6.79,Poland,news,247800.0,instagram
Sandra A Kubicka ,sandrakubicka,822100.0,2.2,Poland,fashion and accessories modeling celebrities,246600.0,instagram
Klaudia Halejcio ,klaudiahalejcio,820200.0,2.06,Poland,acting and drama entertainment and music,246100.0,instagram
Filip Aleksander Chajzer ,filip_chajzer,818000.0,0.36,Poland,fashion,245400.0,instagram
WHITE 2115 ,2115white,790200.0,13.29,Poland,music,237100.0,instagram
Joanna Koroniewska - Dowbor ,joannakoroniewska,772100.0,0.8,Poland,beauty and self care,231600.0,instagram
PL ⬅️ ,platinum__lifestyle_,744900.0,0.06,Poland,fashion styling lifestyle,223500.0,instagram
⚜️ 𝐎𝐥𝐚 𝐖𝐚𝐧𝐬𝐞𝐫𝐬𝐤𝐚 ⚜️ ,ola_wanserska,736300.0,1.16,Poland,beauty and self care travel auto and vehicles modeling,220900.0,instagram
Lena Moonlight 🌙 ,lena_moonlight,734700.0,1.39,Poland,entertainment and music celebrity,220400.0,instagram
Magda Pieczonka ,magdapieczonkamakeup,734400.0,0.45,Poland,beauty and self care public figure creators celebrities,220300.0,instagram
Robert Makłowicz ,robertmaklowicz_official,731300.0,3.28,Poland,food,219400.0,instagram
Ewa Staniszewska ,ewastaniszewska,716300.0,0.53,Poland,beauty and self care,214900.0,instagram
Marta Borkowska | Photographer ,marta_lvlfit,712000.0,0.39,Poland,photography fitness and health modeling coaching,213600.0,instagram
Grzegorz Krychowiak ,grzegorz.krychowiak,710200.0,1.13,Poland,sports soccer,213100.0,instagram
Justyna Sukanek ,sukanek,705100.0,2.88,Poland,funny life and society celebrities film music books,211500.0,instagram
Amadeusz Ferrari ,amadeusznolove,683200.0,12.45,Poland,entertainment and music automotive,205000.0,instagram
Ewa Farna ,ewa_farna93,671900.0,0.74,Poland,entertainment and music news,201600.0,instagram
MARLEY Marlena Sojka ,marlenasojka,665700.0,4.82,Poland,fashion and accessories parenting music dogs,199700.0,instagram
LUKA ,lucky_luka_official,662900.0,4.76,Poland,fashion and accessories entertainment and music food and drink,198900.0,instagram
Adrianna Muranowicz ,truebeautyisinternal,657900.0,0.67,Poland,beauty and self care parenting actors celebrities,197400.0,instagram
👸🏼 ,magie__may,656400.0,2.06,Poland,food and drink fashion fashion and accessories,196900.0,instagram
Nadia Długosz / ex YT BEKSY ,nadjowa,654500.0,1.24,Poland,fashion art celebrities,196300.0,instagram
Marcin Prokop ,_marcinprokop_,639800.0,0.8,Poland,journalists,192000.0,instagram
DeeJayPallaside ,deejaypallaside,636800.0,1.79,Poland,entertainment and music modeling celebrities film music books,191000.0,instagram
Maja Kuczynska ,kuczynska.maja,617200.0,2.28,Poland,outdoor activity sports,185200.0,instagram
Ania Starmach ,ania_starmach,611900.0,0.53,Poland,food,183600.0,instagram
"Joanna Kosidlovska | Influencer, Warsaw ",kosidlovska,611300.0,7.96,Poland,sports fashion and accessories education news,183400.0,instagram
True Beauty ,UCWoot1x_j6CgjZv9NY9upRQ,1300000.0,0.1,Poland,beauty,387000.0,youtube
VDJ Smile ,UC9XHHUdcSRgq8e6l_Bt-Sqw,1200000.0,0.4,Poland,music,348000.0,youtube
WarszawskiKoks ,UC2AyohFiDUS3K98h5dJVfog,1100000.0,2.0,Poland,fitness,336000.0,youtube
Zlatan Ibrahimović ,iamzlatanibrahimovic,64300000.0,0.46,Sweden,fashion and accessories auto and vehicles soccer,19300000.0,instagram
••Narin’s Beauty•• ,narins_beauty,11800000.0,0.18,Sweden,beauty and self care music,3500000.0,instagram
Zara Larsson ,zaralarsson,8500000.0,0.12,Sweden,entertainment and music music singer actors,2600000.0,instagram
ANNA NYSTRÖM ,annanystrom,8300000.0,0.39,Sweden,fitness and health fashion and accessories modeling,2500000.0,instagram
Maher Zain ,maherzainofficial,7100000.0,0.15,Sweden,entertainment and music,2100000.0,instagram
Avicii ,avicii,7000000.0,11.86,Sweden,music dj producers,2100000.0,instagram
Khamzat Chimaev ,khamzat_chimaev,6000000.0,1.67,Sweden,sports,1800000.0,instagram
Ninh Dương Lan Ngọc ,ninh.duong.lan.ngoc,5400000.0,0.48,Sweden,beauty and self care product showcase celebrity actors,1600000.0,instagram
Lena Situations ,lenamahfouf,4500000.0,5.85,Sweden,entertainment and music arts and crafts lifestyle celebrities,1300000.0,instagram
Cedra Ammara ,cedras_beauty,3900000.0,7.14,Sweden,beauty and self care business,1200000.0,instagram
ʙʀɪɴɢ ᴍᴇ ᴛʜᴇ ʜᴏʀɪᴢᴏɴ ,bringmethehorizon,3600000.0,0.3,Sweden,entertainment and music music,1100000.0,instagram
Kerimcan Durmaz ,kerimcandurmaz,3600000.0,1.6,Sweden,entertainment and music,1100000.0,instagram
Dolph Lundgren ,dolphlundgren,3100000.0,0.9,Sweden,actors music,933300.0,instagram
Mirza Bico ,ellentvshow,3000000.0,0.55,Sweden,entertainment and music funny parenting humor,889800.0,instagram
Tove Lo ,tovelo,2600000.0,1.24,Sweden,entertainment and music songwriting,769800.0,instagram
Edvin Ryding ,edvinrydings,2400000.0,20.97,Sweden,acting and drama,732100.0,instagram
Natasha Crown ,natasha_crown_official1,2400000.0,1.76,Sweden,beauty and self care fitness and health food and drink,705800.0,instagram
HANNA ÖBERG 🇸🇪 ,hannaoeberg,2300000.0,1.04,Sweden,fitness and health training coaching health fitness,680800.0,instagram
Omar Rudberg ,officialomar,2200000.0,13.07,Sweden,modeling fashion music,673800.0,instagram
Victor Lindelöf ,victorlindelof,2200000.0,7.41,Sweden,sports soccer,671000.0,instagram
Rachel Brathen ,yoga_girl,2000000.0,1.75,Sweden,fitness and health food and drink yoga health fitness,594400.0,instagram
Clara Felicia Lindblom ,clara_lindblom,1900000.0,0.83,Sweden,fitness and health product showcase lifestyle health fitness,555500.0,instagram
Kenza Zouiten Subosic ,kenzas,1800000.0,1.65,Sweden,fashion and accessories moms lifestyle,551200.0,instagram
Kelly Gale ,kellygale,1600000.0,0.87,Sweden,acting and drama,494700.0,instagram
Jonna Jinton ,jonnajinton,1600000.0,2.43,Sweden,arts and crafts nature home and garden nature outdoors,472700.0,instagram
The Band Ghost ,thebandghost,1600000.0,6.11,Sweden,entertainment and music parenting music band,467300.0,instagram
Gustaf Skarsgård ,gustafskarsgard,1500000.0,3.5,Sweden,entertainment and music,452000.0,instagram
Omid Omidi ,omidimusic,1400000.0,0.2,Sweden,entertainment and music music,427000.0,instagram
FaZe Teeqo ,teeqo,1400000.0,6.88,Sweden,music producers,424400.0,instagram
Ines Helene ,ini.helen,1400000.0,0.86,Sweden,education outdoor activity business and finance health fitness,419000.0,instagram
Joel Kinnaman ,joelkinnaman,1300000.0,9.16,Sweden,entertainment and music celebrity music singer,390400.0,instagram
ℨ𝔥𝔞𝔯𝔞 𝔑𝔦𝔩𝔰𝔰𝔬𝔫 ,zhara,1300000.0,1.21,Sweden,fashion and accessories lifestyle modeling health fitness,390200.0,instagram
Kseniya Sundin ,kseniyasundin,1300000.0,0.04,Sweden,sports,389800.0,instagram
Janni Delér ,jannid,1200000.0,1.07,Sweden,family fashion and accessories lifestyle,371800.0,instagram
FASHION ╳ STYLE ╳ INSPIRATION ,ootdgals,1200000.0,0.05,Sweden,fashion and accessories news lifestyle,363700.0,instagram
Manuela Kjeilen ,passionforbaking,1200000.0,0.34,Sweden,food product education product showcase parenting,360200.0,instagram
EMMA HALLBERG ,eemmahallberg,1200000.0,5.05,Sweden,fashion and accessories beauty and self care business,358800.0,instagram
Wafaa Eddahri ,eddahri_wafaa,1200000.0,0.19,Sweden,fashion and accessories,345800.0,instagram
Oliver Nordin ,olivernordin1,1100000.0,19.31,Sweden,fitness and health sports,343700.0,instagram
Stephanie Mendez Espinoza ,steffi.mendezz,1100000.0,1.73,Sweden,fashion actors,340800.0,instagram
Miles Johnston ,miles_art,1100000.0,2.44,Sweden,arts and crafts actors illustrator painting,340600.0,instagram
Sebastian Ingrosso ,sebastianingrosso,1100000.0,4.61,Sweden,entertainment and music,337400.0,instagram
Christoffer Collin ,wisslaren,1100000.0,1.35,Sweden,photography nature outdoors film music books design,329200.0,instagram
Nika Forghani | نیکا فرقانی ,nikaforghaniofficial,1100000.0,22.11,Sweden,celebrity entertainment and music actors modeling,328800.0,instagram
𝓐𝓻𝓲𝓪 🤍 / أريانة ,ariana_aria,1100000.0,1.59,Sweden,fashion and accessories travel music,323800.0,instagram
Joakim Lundell 🎥🎞️ ,joakimlundell,1000000.0,4.78,Sweden,entertainment and music music musicians,312500.0,instagram
Filippa Fransson ,filippafranssoon,1000000.0,4.57,Sweden,fitness and health coaching gym,311200.0,instagram
Victoria Silvstedt Official ,victoriasilvstedt,1000000.0,1.75,Sweden,beauty and self care fashion and accessories entertainment and music modeling,301000.0,instagram
Sveriges Roligaste Barn ,sverigesroligastebarn,989100.0,2.25,Sweden,funny family celebrity,296700.0,instagram
Bill Skarsgård ,billskarsgard_,985100.0,26.54,Sweden,celebrity acting and drama actors,295500.0,instagram
M a b e l ,mabel,958300.0,2.32,Sweden,entertainment and music music singer bands musicians,287500.0,instagram
70s.80s.90s.music ,70s.80s.90s.music,865000.0,0.25,Sweden,music entertainment and music,259500.0,instagram
Chahinez Caroline Florstad ,joridchaz,854800.0,2.52,Sweden,travel entertainment and music,256400.0,instagram
Pernilla Wahlgren ,pernillawahlgren,842300.0,1.85,Sweden,entertainment and music beauty and self care music news,252700.0,instagram
